"No.","Time","Source","Destination","Protocol","Length","Info"
"792","15.526623","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=198 Win=909 Len=0"
"793","15.527176","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=197 Ack=1 Win=255 Len=1"
"794","15.527257","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=198 Win=910 Len=0"
"795","15.527635","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=198 Ack=1 Win=255 Len=1"
"796","15.527670","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=199 Win=909 Len=0"
"797","15.528576","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=198 Ack=1 Win=255 Len=1"
"798","15.528658","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=199 Win=910 Len=0"
"799","15.528965","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=199 Ack=1 Win=255 Len=1"
"800","15.529036","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=200 Win=909 Len=0"
"801","15.529540","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=199 Ack=1 Win=255 Len=1"
"802","15.529627","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=200 Win=910 Len=0"
"803","15.529771","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=200 Ack=1 Win=255 Len=1"
"804","15.529803","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=201 Win=909 Len=0"
"805","15.530294","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=200 Ack=1 Win=255 Len=1"
"806","15.530376","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=201 Win=910 Len=0"
"807","15.530484","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=201 Ack=1 Win=255 Len=1"
"808","15.530510","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=202 Win=909 Len=0"
"809","15.531027","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=201 Ack=1 Win=255 Len=1"
"810","15.531109","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=202 Win=910 Len=0"
"811","15.531183","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=202 Ack=1 Win=255 Len=1"
"812","15.531206","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=203 Win=909 Len=0"
"813","15.531644","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=202 Ack=1 Win=255 Len=1"
"814","15.531726","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=203 Win=910 Len=0"
"815","15.531774","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=203 Ack=1 Win=255 Len=1"
"816","15.531795","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=204 Win=909 Len=0"
"817","15.532155","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=203 Ack=1 Win=255 Len=1"
"818","15.532237","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=204 Win=910 Len=0"
"819","15.532331","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=204 Ack=1 Win=255 Len=1"
"820","15.532350","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=205 Win=909 Len=0"
"821","15.532738","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=204 Ack=1 Win=255 Len=1"
"822","15.532820","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=205 Win=910 Len=0"
"823","15.535577","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=205 Ack=1 Win=255 Len=1"
"824","15.535610","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=206 Win=909 Len=0"
"825","15.535820","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=205 Ack=1 Win=255 Len=1"
"826","15.535894","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=206 Win=910 Len=0"
"827","15.636868","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=206 Ack=1 Win=255 Len=1"
"828","15.636902","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=207 Win=909 Len=0"
"829","18.621952","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=207 Ack=1 Win=255 Len=1"
"830","18.622031","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=208 Win=909 Len=0"
"831","18.622451","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=206 Ack=1 Win=255 Len=1"
"832","18.622551","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=207 Win=910 Len=0"
"833","18.622624","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=207 Ack=1 Win=255 Len=1"
"834","18.622697","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=208 Win=910 Len=0"
"835","18.623298","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=208 Ack=1 Win=255 Len=1"
"836","18.623381","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=209 Win=909 Len=0"
"837","18.624010","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=208 Ack=1 Win=255 Len=1"
"838","18.624107","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=209 Win=910 Len=0"
"839","18.624479","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=209 Ack=1 Win=255 Len=1"
"840","18.624536","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=210 Win=909 Len=0"
"841","18.625218","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=209 Ack=1 Win=255 Len=1"
"842","18.625331","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=210 Win=910 Len=0"
"843","18.626043","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=210 Ack=1 Win=255 Len=1"
"844","18.626128","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=211 Win=909 Len=0"
"845","18.626409","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=210 Ack=1 Win=255 Len=1"
"846","18.626500","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=211 Win=910 Len=0"
"847","18.626879","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=211 Ack=1 Win=255 Len=1"
"848","18.626931","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=212 Win=909 Len=0"
"849","18.627589","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=211 Ack=1 Win=255 Len=1"
"850","18.627679","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=212 Win=910 Len=0"
"851","18.628103","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=212 Ack=1 Win=255 Len=1"
"852","18.628194","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=213 Win=909 Len=0"
"853","18.628756","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=212 Ack=1 Win=255 Len=1"
"854","18.628858","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=213 Win=910 Len=0"
"855","18.629242","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=213 Ack=1 Win=255 Len=1"
"856","18.629320","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=214 Win=909 Len=0"
"857","18.629874","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=213 Ack=1 Win=255 Len=1"
"858","18.629967","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=214 Win=910 Len=0"
"859","18.630234","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=214 Ack=1 Win=255 Len=1"
"860","18.630283","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=215 Win=909 Len=0"
"861","18.630880","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=214 Ack=1 Win=255 Len=1"
"862","18.630975","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=215 Win=910 Len=0"
"863","18.631287","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=215 Ack=1 Win=255 Len=1"
"864","18.631322","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=216 Win=909 Len=0"
"865","18.632011","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=215 Ack=1 Win=255 Len=1"
"866","18.632102","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=216 Win=910 Len=0"
"867","18.632378","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=216 Ack=1 Win=255 Len=1"
"868","18.632416","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=217 Win=909 Len=0"
"869","18.633072","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=216 Ack=1 Win=255 Len=1"
"870","18.633160","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=217 Win=910 Len=0"
"871","18.633756","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=217 Ack=1 Win=255 Len=1"
"872","18.633794","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=218 Win=909 Len=0"
"873","18.634297","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=217 Ack=1 Win=255 Len=1"
"874","18.634388","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=218 Win=910 Len=0"
"875","18.634686","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=218 Ack=1 Win=255 Len=1"
"876","18.634760","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=219 Win=909 Len=0"
"877","18.635428","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=218 Ack=1 Win=255 Len=1"
"878","18.635522","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=219 Win=910 Len=0"
"879","18.636065","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=219 Ack=1 Win=255 Len=1"
"880","18.636156","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=220 Win=909 Len=0"
"881","18.636792","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=219 Ack=1 Win=255 Len=1"
"882","18.636894","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=220 Win=910 Len=0"
"883","18.637238","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=220 Ack=1 Win=255 Len=1"
"884","18.637306","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=221 Win=909 Len=0"
"885","18.637728","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=220 Ack=1 Win=255 Len=1"
"886","18.637822","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=221 Win=910 Len=0"
"887","18.638050","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=221 Ack=1 Win=255 Len=1"
"888","18.638106","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=222 Win=909 Len=0"
"889","18.638440","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=221 Ack=1 Win=255 Len=1"
"890","18.638519","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=222 Win=910 Len=0"
"891","18.638852","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=222 Ack=1 Win=255 Len=1"
"892","18.638883","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=223 Win=909 Len=0"
"893","18.639393","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=222 Ack=1 Win=255 Len=1"
"894","18.639490","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=223 Win=910 Len=0"
"895","18.639849","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=223 Ack=1 Win=255 Len=1"
"896","18.639902","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=224 Win=909 Len=0"
"897","18.640384","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=223 Ack=1 Win=255 Len=1"
"898","18.640469","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=224 Win=910 Len=0"
"899","18.641031","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=224 Ack=1 Win=255 Len=1"
"900","18.641115","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=225 Win=909 Len=0"
"901","18.641381","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=224 Ack=1 Win=255 Len=1"
"902","18.641464","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=225 Win=910 Len=0"
"903","18.641582","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=225 Ack=1 Win=255 Len=1"
"904","18.641608","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=226 Win=909 Len=0"
"905","18.642177","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=225 Ack=1 Win=255 Len=1"
"906","18.642259","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=226 Win=910 Len=0"
"907","18.645196","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=226 Ack=1 Win=255 Len=1"
"908","18.645222","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=227 Win=909 Len=0"
"909","18.645519","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=226 Ack=1 Win=255 Len=1"
"910","18.645607","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=227 Win=910 Len=0"
"911","18.758690","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=227 Ack=1 Win=255 Len=1"
"912","18.758724","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=228 Win=909 Len=0"
"913","19.047805","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=227 Ack=1 Win=255 Len=1"
"914","19.047958","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=228 Win=910 Len=0"
"915","19.049181","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=228 Ack=1 Win=255 Len=1"
"916","19.049297","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=229 Win=909 Len=0"
"917","20.675108","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=229 Ack=1 Win=255 Len=1"
"918","20.675155","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=230 Win=909 Len=0"
"919","20.675536","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=228 Ack=1 Win=255 Len=1"
"920","20.675634","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=229 Win=910 Len=0"
"921","20.675708","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=229 Ack=1 Win=255 Len=1"
"922","20.675784","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=230 Win=910 Len=0"
"923","20.675908","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=230 Ack=1 Win=255 Len=1"
"924","20.675940","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=231 Win=909 Len=0"
"925","20.676401","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=230 Ack=1 Win=255 Len=1"
"926","20.676514","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=231 Win=910 Len=0"
"927","20.676871","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=231 Ack=1 Win=255 Len=1"
"928","20.676905","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=232 Win=909 Len=0"
"929","20.677491","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=231 Ack=1 Win=255 Len=1"
"930","20.677602","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=232 Win=910 Len=0"
"931","20.678152","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=232 Ack=1 Win=255 Len=1"
"932","20.678187","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=233 Win=909 Len=0"
"933","20.678465","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=232 Ack=1 Win=255 Len=1"
"934","20.678565","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=233 Win=910 Len=0"
"935","20.678795","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=233 Ack=1 Win=255 Len=1"
"936","20.678869","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=234 Win=909 Len=0"
"937","20.679337","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=233 Ack=1 Win=255 Len=1"
"938","20.679424","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=234 Win=910 Len=0"
"939","20.679855","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=234 Ack=1 Win=255 Len=1"
"940","20.679892","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=235 Win=909 Len=0"
"941","20.680324","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=234 Ack=1 Win=255 Len=1"
"942","20.680412","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=235 Win=910 Len=0"
"943","20.680822","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=235 Ack=1 Win=255 Len=1"
"944","20.680880","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=236 Win=909 Len=0"
"945","20.681760","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=235 Ack=1 Win=255 Len=1"
"946","20.681861","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=236 Win=910 Len=0"
"947","20.682148","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=236 Ack=1 Win=255 Len=1"
"948","20.682197","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=237 Win=909 Len=0"
"949","20.682987","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=236 Ack=1 Win=255 Len=1"
"950","20.683087","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=237 Win=910 Len=0"
"951","20.683459","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=237 Ack=1 Win=255 Len=1"
"952","20.683509","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=238 Win=909 Len=0"
"953","20.684243","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=237 Ack=1 Win=255 Len=1"
"954","20.684341","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=238 Win=910 Len=0"
"955","20.684715","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=238 Ack=1 Win=255 Len=1"
"956","20.684795","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=239 Win=909 Len=0"
"957","20.685447","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=238 Ack=1 Win=255 Len=1"
"958","20.685548","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=239 Win=910 Len=0"
"959","20.685869","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=239 Ack=1 Win=255 Len=1"
"960","20.685908","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=240 Win=909 Len=0"
"961","20.686548","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=239 Ack=1 Win=255 Len=1"
"962","20.686647","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=240 Win=910 Len=0"
"963","20.686856","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=240 Ack=1 Win=255 Len=1"
"964","20.686890","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=241 Win=909 Len=0"
"965","20.687441","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=240 Ack=1 Win=255 Len=1"
"966","20.687536","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=241 Win=910 Len=0"
"967","20.687623","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=241 Ack=1 Win=255 Len=1"
"968","20.687646","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=242 Win=909 Len=0"
"969","20.688125","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=241 Ack=1 Win=255 Len=1"
"970","20.688220","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=242 Win=910 Len=0"
"971","20.688459","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=242 Ack=1 Win=255 Len=1"
"972","20.688489","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=243 Win=909 Len=0"
"973","20.689044","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=242 Ack=1 Win=255 Len=1"
"974","20.689137","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=243 Win=910 Len=0"
"975","20.689273","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=243 Ack=1 Win=255 Len=1"
"976","20.689297","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=244 Win=909 Len=0"
"977","20.689822","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=243 Ack=1 Win=255 Len=1"
"978","20.689920","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=244 Win=910 Len=0"
"979","20.689994","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=244 Ack=1 Win=255 Len=1"
"980","20.690015","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=245 Win=909 Len=0"
"981","20.690394","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=244 Ack=1 Win=255 Len=1"
"982","20.690490","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=245 Win=910 Len=0"
"983","20.690555","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=245 Ack=1 Win=255 Len=1"
"984","20.690573","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=246 Win=909 Len=0"
"985","20.690966","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=245 Ack=1 Win=255 Len=1"
"986","20.691063","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=246 Win=910 Len=0"
"987","20.691094","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=246 Ack=1 Win=255 Len=1"
"988","20.691111","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=247 Win=909 Len=0"
"989","20.691461","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=246 Ack=1 Win=255 Len=1"
"990","20.691552","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=247 Win=910 Len=0"
"991","20.691596","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=247 Ack=1 Win=255 Len=1"
"992","20.691612","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=248 Win=909 Len=0"
"993","20.691984","127.0.0.1","127.0.0.1","TCP","45","49739  >  49738 [PSH, ACK] Seq=247 Ack=1 Win=255 Len=1"
"994","20.692076","127.0.0.1","127.0.0.1","TCP","44","49738  >  49739 [ACK] Seq=1 Ack=248 Win=910 Len=0"
"995","20.694809","127.0.0.1","127.0.0.1","TCP","45","49734  >  49735 [PSH, ACK] Seq=248 Ack=1 Win=255 Len=1"
"996","20.694845","127.0.0.1","127.0.0.1","TCP","44","49735  >  49734 [ACK] Seq=1 Ack=249 Win=909 Len=0"
